training_id,personnel_id,course_name,start_date,end_date,training_hours
P00667-TR03,P00667,Physical Efficiency Test Preparation,2025-09-29,2025-10-01,16.0
P00667-TR04,P00667,Jungle Warfare Refresher,2026-03-29,2026-04-01,28.9
P00667-TR05,P00667,Weapons Refresher,2026-07-04,2026-07-06,15.7
P00667-TR06,P00667,Communications and Signals,2025-03-03,2025-03-05,19.9
P00667-TR07,P00667,Stress Management Workshop,2024-10-23,2024-10-26,18.6
P00667-TR08,P00667,Stress Management Workshop,2025-10-07,2025-10-09,14.6
P00667-TR09,P00667,Stress Management Workshop,2024-10-11,2024-10-12,9.5
P00667-TR10,P00667,Stress Management Workshop,2025-03-07,2025-03-09,14.6
P00667-TR11,P00667,Communications and Signals,2025-06-07,2025-06-10,22.0
P00667-TR12,P00667,Jungle Warfare Refresher,2026-08-09,2026-08-13,30.5
P00667-TR13,P00667,Weapons Refresher,2025-11-14,2025-11-17,24.7
P00667-TR14,P00667,Weapons Refresher,2024-09-23,2024-09-24,12.1
P00668-TR01,P00668,Weapons Refresher,2026-08-22,2026-08-24,13.6
P00668-TR02,P00668,Physical Efficiency Test Preparation,2024-10-28,2024-10-30,15.0
P00668-TR03,P00668,Crowd Management,2025-07-23,2025-07-27,27.4
P00668-TR04,P00668,Stress Management Workshop,2026-02-02,2026-02-08,47.2
P00668-TR05,P00668,Counter-IED Awareness,2025-09-25,2025-09-29,34.4
P00668-TR06,P00668,Stress Management Workshop,2024-12-01,2024-12-03,14.6
P00668-TR07,P00668,Communications and Signals,2026-07-09,2026-07-11,13.9
P00668-TR08,P00668,First Response and Trauma Care,2024-12-07,2024-12-10,26.7
P00668-TR09,P00668,Jungle Warfare Refresher,2025-06-10,2025-06-13,16.8
P00668-TR10,P00668,Jungle Warfare Refresher,2026-01-21,2026-01-26,33.9
P00668-TR11,P00668,Crowd Management,2025-03-12,2025-03-13,8.0
P00669-TR01,P00669,Counter-IED Awareness,2024-09-09,2024-09-14,44.4
P00669-TR02,P00669,Counter-IED Awareness,2026-06-14,2026-06-20,45.8
P00669-TR03,P00669,First Response and Trauma Care,2025-09-07,2025-09-09,10.3
P00669-TR04,P00669,First Response and Trauma Care,2024-12-29,2024-12-31,15.1
P00669-TR05,P00669,Crowd Management,2025-05-23,2025-05-27,29.9
P00669-TR06,P00669,Counter-IED Awareness,2026-07-02,2026-07-06,34.9
P00669-TR07,P00669,Counter-IED Awareness,2024-11-18,2024-11-20,12.6
P00669-TR08,P00669,Communications and Signals,2026-04-09,2026-04-15,43.6
P00669-TR09,P00669,Stress Management Workshop,2024-09-08,2024-09-10,14.1
P00669-TR10,P00669,Physical Efficiency Test Preparation,2025-03-17,2025-03-19,19.8
P00669-TR11,P00669,Stress Management Workshop,2025-06-10,2025-06-14,29.8
P00670-TR01,P00670,Stress Management Workshop,2025-03-04,2025-03-06,13.2
P00670-TR02,P00670,Jungle Warfare Refresher,2024-11-23,2024-11-25,14.6
P00670-TR03,P00670,First Response and Trauma Care,2026-07-04,2026-07-07,23.2
P00670-TR04,P00670,Communications and Signals,2025-08-08,2025-08-12,29.3
P00670-TR05,P00670,Crowd Management,2026-06-26,2026-06-29,21.9
P00670-TR06,P00670,Counter-IED Awareness,2025-02-07,2025-02-08,8.5
P00670-TR07,P00670,Stress Management Workshop,2025-11-05,2025-11-07,14.7
P00670-TR08,P00670,Communications and Signals,2026-07-29,2026-07-31,9.8
P00670-TR09,P00670,Communications and Signals,2026-03-27,2026-03-29,16.1
P00670-TR10,P00670,Communications and Signals,2024-09-05,2024-09-07,14.8
P00670-TR11,P00670,Communications and Signals,2025-10-24,2025-10-28,31.9
P00670-TR12,P00670,Stress Management Workshop,2026-08-10,2026-08-14,33.9
P00670-TR13,P00670,Crowd Management,2026-08-08,2026-08-13,40.3
P00670-TR14,P00670,Jungle Warfare Refresher,2026-06-02,2026-06-10,58.5
P00670-TR15,P00670,Counter-IED Awareness,2026-05-03,2026-05-06,20.1
P00671-TR01,P00671,Jungle Warfare Refresher,2025-06-25,2025-06-27,12.1
P00671-TR02,P00671,Weapons Refresher,2025-11-14,2025-11-16,18.0
P00671-TR03,P00671,Stress Management Workshop,2025-04-22,2025-04-24,14.5
P00671-TR04,P00671,Crowd Management,2026-02-23,2026-02-25,11.8
P00671-TR05,P00671,Weapons Refresher,2024-11-28,2024-12-04,53.1
P00671-TR06,P00671,Counter-IED Awareness,2025-04-11,2025-04-18,51.1
P00671-TR07,P00671,Stress Management Workshop,2024-09-30,2024-10-03,26.6
P00671-TR08,P00671,Physical Efficiency Test Preparation,2025-03-09,2025-03-10,9.8
P00671-TR09,P00671,First Response and Trauma Care,2026-08-12,2026-08-15,22.0
P00671-TR10,P00671,First Response and Trauma Care,2026-08-22,2026-08-26,30.2
P00671-TR11,P00671,Crowd Management,2026-08-02,2026-08-04,21.4
P00671-TR12,P00671,Crowd Management,2025-05-19,2025-05-23,32.3
P00672-TR01,P00672,Weapons Refresher,2025-01-20,2025-01-26,48.9
P00672-TR02,P00672,Communications and Signals,2025-08-13,2025-08-14,4.0
P00672-TR03,P00672,Counter-IED Awareness,2025-11-07,2025-11-10,26.0
P00672-TR04,P00672,Crowd Management,2025-02-17,2025-02-20,22.0
P00672-TR05,P00672,Jungle Warfare Refresher,2026-04-13,2026-04-15,12.5
P00672-TR06,P00672,Crowd Management,2025-12-24,2025-12-27,29.7
P00672-TR07,P00672,Physical Efficiency Test Preparation,2025-11-07,2025-11-12,41.3
P00672-TR08,P00672,First Response and Trauma Care,2025-03-08,2025-03-10,10.0
P00672-TR09,P00672,Crowd Management,2024-11-03,2024-11-06,23.0
P00672-TR10,P00672,First Response and Trauma Care,2025-07-01,2025-07-07,48.8
P00672-TR11,P00672,First Response and Trauma Care,2024-11-13,2024-11-15,17.6
P00672-TR12,P00672,Stress Management Workshop,2025-04-10,2025-04-13,24.6
P00672-TR13,P00672,Jungle Warfare Refresher,2026-04-06,2026-04-10,36.8
P00672-TR14,P00672,Crowd Management,2024-12-28,2024-12-29,7.3
P00672-TR15,P00672,Stress Management Workshop,2025-07-19,2025-07-22,23.1
P00672-TR16,P00672,Crowd Management,2024-10-12,2024-10-13,12.8
P00673-TR01,P00673,First Response and Trauma Care,2025-02-15,2025-02-18,20.6
P00673-TR02,P00673,Stress Management Workshop,2025-03-02,2025-03-03,9.6
P00673-TR03,P00673,Jungle Warfare Refresher,2025-07-19,2025-07-22,29.7
P00673-TR04,P00673,Crowd Management,2026-02-14,2026-02-16,15.8
P00673-TR05,P00673,Weapons Refresher,2024-10-23,2024-10-31,59.0
P00673-TR06,P00673,Weapons Refresher,2025-12-27,2025-12-28,9.1
P00673-TR07,P00673,Jungle Warfare Refresher,2025-02-11,2025-02-17,43.1
P00673-TR08,P00673,Physical Efficiency Test Preparation,2026-06-19,2026-06-23,32.7
P00674-TR01,P00674,Physical Efficiency Test Preparation,2026-01-20,2026-01-24,27.1
P00674-TR02,P00674,Counter-IED Awareness,2025-03-22,2025-03-24,14.1
P00674-TR03,P00674,Stress Management Workshop,2025-10-09,2025-10-12,26.8
P00674-TR04,P00674,Communications and Signals,2026-01-27,2026-01-28,6.1
P00674-TR05,P00674,Communications and Signals,2026-07-14,2026-07-16,14.5
P00674-TR06,P00674,Stress Management Workshop,2025-04-06,2025-04-07,12.1
P00674-TR07,P00674,Stress Management Workshop,2026-04-27,2026-04-28,7.2
P00674-TR08,P00674,Stress Management Workshop,2025-04-19,2025-04-23,29.6
P00674-TR09,P00674,Weapons Refresher,2025-03-09,2025-03-12,20.3
P00674-TR10,P00674,Crowd Management,2026-03-31,2026-04-02,13.2
P00674-TR11,P00674,Physical Efficiency Test Preparation,2025-03-04,2025-03-05,11.3
P00674-TR12,P00674,Weapons Refresher,2024-12-11,2024-12-13,14.1
P00674-TR13,P00674,Physical Efficiency Test Preparation,2026-03-16,2026-03-18,13.9
P00674-TR14,P00674,Stress Management Workshop,2026-04-04,2026-04-06,20.7
P00674-TR15,P00674,Communications and Signals,2026-02-05,2026-02-07,10.8
P00674-TR16,P00674,Crowd Management,2026-03-01,2026-03-03,10.1
P00674-TR17,P00674,Counter-IED Awareness,2025-04-22,2025-04-23,4.8
P00674-TR18,P00674,Counter-IED Awareness,2025-05-26,2025-05-29,23.9
P00674-TR19,P00674,Physical Efficiency Test Preparation,2025-11-13,2025-11-14,7.6
P00675-TR01,P00675,Counter-IED Awareness,2024-12-28,2025-01-02,43.0
P00675-TR02,P00675,Jungle Warfare Refresher,2026-07-18,2026-07-20,19.4
P00675-TR03,P00675,Counter-IED Awareness,2026-06-20,2026-06-25,45.5
P00675-TR04,P00675,First Response and Trauma Care,2025-06-16,2025-06-21,43.7
P00675-TR05,P00675,Jungle Warfare Refresher,2026-04-03,2026-04-06,27.3
P00675-TR06,P00675,First Response and Trauma Care,2025-06-23,2025-06-24,4.3
P00676-TR01,P00676,Physical Efficiency Test Preparation,2024-11-09,2024-11-16,55.3
P00676-TR02,P00676,Jungle Warfare Refresher,2026-08-26,2026-08-28,21.5
P00676-TR03,P00676,Counter-IED Awareness,2026-05-12,2026-05-16,35.8
P00676-TR04,P00676,Weapons Refresher,2026-03-25,2026-03-27,16.3
P00676-TR05,P00676,Physical Efficiency Test Preparation,2026-06-26,2026-06-27,13.1
P00677-TR01,P00677,Weapons Refresher,2024-10-09,2024-10-13,31.7
P00677-TR02,P00677,Counter-IED Awareness,2024-11-21,2024-11-23,16.5
P00677-TR03,P00677,First Response and Trauma Care,2024-09-14,2024-09-15,11.3
P00677-TR04,P00677,Stress Management Workshop,2025-08-31,2025-09-01,11.3
P00677-TR05,P00677,Communications and Signals,2025-07-26,2025-07-29,17.5
P00677-TR06,P00677,Crowd Management,2025-07-26,2025-07-28,12.9
P00677-TR07,P00677,First Response and Trauma Care,2025-07-23,2025-07-25,19.5
P00677-TR08,P00677,Stress Management Workshop,2025-12-19,2025-12-21,18.9
P00677-TR09,P00677,First Response and Trauma Care,2026-01-07,2026-01-11,32.3
P00677-TR10,P00677,Stress Management Workshop,2026-07-14,2026-07-15,10.3
P00678-TR01,P00678,Stress Management Workshop,2025-03-29,2025-03-31,13.6
P00678-TR02,P00678,Physical Efficiency Test Preparation,2025-08-19,2025-08-24,36.6
P00678-TR03,P00678,Physical Efficiency Test Preparation,2026-07-14,2026-07-15,7.8
P00679-TR01,P00679,Weapons Refresher,2026-06-11,2026-06-12,5.0
P00679-TR02,P00679,Stress Management Workshop,2025-11-14,2025-11-17,23.7
P00679-TR03,P00679,Counter-IED Awareness,2024-12-14,2024-12-16,12.1
P00679-TR04,P00679,Weapons Refresher,2026-01-12,2026-01-13,9.7
P00679-TR05,P00679,Crowd Management,2026-03-02,2026-03-04,13.4
P00679-TR06,P00679,Counter-IED Awareness,2025-07-01,2025-07-02,8.9
P00679-TR07,P00679,First Response and Trauma Care,2024-12-10,2024-12-11,6.7
P00679-TR08,P00679,Physical Efficiency Test Preparation,2026-04-13,2026-04-18,38.5
P00679-TR09,P00679,Physical Efficiency Test Preparation,2026-07-26,2026-07-29,28.9
P00679-TR10,P00679,Jungle Warfare Refresher,2026-06-24,2026-07-01,60.0
P00679-TR11,P00679,First Response and Trauma Care,2026-04-26,2026-04-30,35.5
P00679-TR12,P00679,Stress Management Workshop,2026-06-16,2026-06-19,23.6
P00680-TR01,P00680,Physical Efficiency Test Preparation,2025-11-24,2025-11-25,11.7
P00680-TR02,P00680,First Response and Trauma Care,2025-07-01,2025-07-09,60.0
P00680-TR03,P00680,First Response and Trauma Care,2026-01-17,2026-01-19,18.5
P00680-TR04,P00680,Counter-IED Awareness,2024-11-23,2024-11-28,37.2
P00680-TR05,P00680,Counter-IED Awareness,2026-05-17,2026-05-19,16.2
P00680-TR06,P00680,First Response and Trauma Care,2024-12-02,2024-12-05,30.2
P00681-TR01,P00681,First Response and Trauma Care,2025-01-08,2025-01-13,34.4
P00681-TR02,P00681,Counter-IED Awareness,2025-06-28,2025-07-03,38.4
P00681-TR03,P00681,Stress Management Workshop,2024-09-29,2024-09-30,15.0
P00681-TR04,P00681,Physical Efficiency Test Preparation,2025-07-06,2025-07-09,30.0
P00681-TR05,P00681,Physical Efficiency Test Preparation,2024-10-26,2024-10-28,16.5
P00681-TR06,P00681,Weapons Refresher,2025-03-21,2025-03-23,17.8
P00681-TR07,P00681,Stress Management Workshop,2025-07-12,2025-07-14,17.4
P00681-TR08,P00681,Stress Management Workshop,2024-12-14,2024-12-15,11.8
P00681-TR09,P00681,Physical Efficiency Test Preparation,2026-03-07,2026-03-12,37.0
P00681-TR10,P00681,Jungle Warfare Refresher,2025-11-18,2025-11-23,36.5
P00681-TR11,P00681,Jungle Warfare Refresher,2025-04-17,2025-04-23,41.4
P00681-TR12,P00681,Jungle Warfare Refresher,2025-08-12,2025-08-15,21.1
P00681-TR13,P00681,First Response and Trauma Care,2025-01-03,2025-01-05,16.7
P00682-TR01,P00682,Stress Management Workshop,2025-11-09,2025-11-10,9.1
P00682-TR02,P00682,Stress Management Workshop,2026-08-26,2026-08-29,26.7
P00682-TR03,P00682,Physical Efficiency Test Preparation,2025-04-25,2025-04-27,16.0
P00682-TR04,P00682,Stress Management Workshop,2024-11-21,2024-11-23,14.2
P00682-TR05,P00682,Jungle Warfare Refresher,2025-07-26,2025-07-30,34.5
P00682-TR06,P00682,Physical Efficiency Test Preparation,2026-03-26,2026-03-29,28.6
P00682-TR07,P00682,Communications and Signals,2025-04-13,2025-04-15,10.2
P00682-TR08,P00682,Weapons Refresher,2025-07-08,2025-07-12,29.5
P00683-TR01,P00683,Crowd Management,2024-11-01,2024-11-06,33.5
P00683-TR02,P00683,Jungle Warfare Refresher,2025-09-10,2025-09-14,29.5
P00683-TR03,P00683,Physical Efficiency Test Preparation,2026-07-13,2026-07-14,15.2
P00683-TR04,P00683,Crowd Management,2025-05-31,2025-06-04,33.9
P00683-TR05,P00683,First Response and Trauma Care,2025-02-22,2025-02-23,12.7
P00683-TR06,P00683,Crowd Management,2024-11-03,2024-11-05,15.8
P00683-TR07,P00683,Weapons Refresher,2026-08-03,2026-08-07,30.2
P00683-TR08,P00683,Stress Management Workshop,2025-03-20,2025-03-22,16.4
P00683-TR09,P00683,Physical Efficiency Test Preparation,2026-01-17,2026-01-18,7.3
P00683-TR10,P00683,Weapons Refresher,2024-10-22,2024-10-23,13.8
P00684-TR01,P00684,Stress Management Workshop,2025-05-15,2025-05-20,44.3
P00684-TR02,P00684,Weapons Refresher,2026-07-14,2026-07-18,27.9
P00684-TR03,P00684,Jungle Warfare Refresher,2024-12-03,2024-12-06,28.9
P00684-TR04,P00684,Crowd Management,2025-01-27,2025-02-01,36.2
P00684-TR05,P00684,Counter-IED Awareness,2025-01-19,2025-01-20,5.9
P00684-TR06,P00684,Jungle Warfare Refresher,2025-10-07,2025-10-11,33.6
P00684-TR07,P00684,Jungle Warfare Refresher,2024-11-14,2024-11-17,18.4
P00684-TR08,P00684,Stress Management Workshop,2026-04-23,2026-04-26,24.1
P00684-TR09,P00684,Stress Management Workshop,2025-01-25,2025-01-27,15.6
P00684-TR10,P00684,Crowd Management,2025-02-22,2025-02-23,10.1
P00684-TR11,P00684,First Response and Trauma Care,2025-02-21,2025-02-23,9.6
P00684-TR12,P00684,Crowd Management,2025-04-22,2025-04-23,12.1
P00684-TR13,P00684,Stress Management Workshop,2026-07-24,2026-07-26,18.0
P00684-TR14,P00684,Counter-IED Awareness,2025-06-14,2025-06-15,6.0
P00684-TR15,P00684,First Response and Trauma Care,2026-03-16,2026-03-17,7.8
P00684-TR16,P00684,Counter-IED Awareness,2025-07-31,2025-08-05,43.0
P00685-TR01,P00685,Communications and Signals,2025-01-28,2025-01-29,12.2
P00685-TR02,P00685,First Response and Trauma Care,2024-10-02,2024-10-05,19.8
P00685-TR03,P00685,Crowd Management,2025-08-11,2025-08-13,12.4
P00685-TR04,P00685,Counter-IED Awareness,2025-07-08,2025-07-11,19.8
P00685-TR05,P00685,Stress Management Workshop,2026-07-25,2026-07-29,36.5
P00685-TR06,P00685,First Response and Trauma Care,2025-09-25,2025-09-30,35.9
P00685-TR07,P00685,Communications and Signals,2026-08-13,2026-08-15,15.1
P00685-TR08,P00685,Stress Management Workshop,2026-03-26,2026-03-29,28.1
P00685-TR09,P00685,Counter-IED Awareness,2025-04-14,2025-04-20,48.1
P00685-TR10,P00685,Stress Management Workshop,2025-09-03,2025-09-06,19.7
P00685-TR11,P00685,Weapons Refresher,2025-04-04,2025-04-07,17.5
P00685-TR12,P00685,Weapons Refresher,2024-12-03,2024-12-05,17.3
P00685-TR13,P00685,Jungle Warfare Refresher,2024-09-29,2024-09-30,6.6
P00686-TR01,P00686,Jungle Warfare Refresher,2025-07-28,2025-08-02,41.2
P00686-TR02,P00686,Weapons Refresher,2024-12-16,2024-12-22,44.5
P00686-TR03,P00686,Physical Efficiency Test Preparation,2024-12-29,2025-01-02,33.8
P00687-TR01,P00687,Counter-IED Awareness,2026-08-29,2026-08-31,13.2
P00687-TR02,P00687,Stress Management Workshop,2026-04-12,2026-04-15,26.2
P00687-TR03,P00687,First Response and Trauma Care,2025-07-23,2025-07-24,7.5
P00687-TR04,P00687,Jungle Warfare Refresher,2025-03-23,2025-03-27,32.4
P00687-TR05,P00687,Jungle Warfare Refresher,2025-08-28,2025-08-29,6.4
P00687-TR06,P00687,Jungle Warfare Refresher,2026-04-15,2026-04-19,33.1
P00687-TR07,P00687,Jungle Warfare Refresher,2025-04-21,2025-04-23,21.6
P00687-TR08,P00687,Stress Management Workshop,2025-01-03,2025-01-07,27.2
P00687-TR09,P00687,Communications and Signals,2025-08-02,2025-08-03,9.1
P00687-TR10,P00687,Communications and Signals,2025-01-13,2025-01-16,25.1
P00687-TR11,P00687,Communications and Signals,2024-10-31,2024-11-03,22.9
P00687-TR12,P00687,Crowd Management,2024-12-18,2024-12-21,26.9
P00687-TR13,P00687,Physical Efficiency Test Preparation,2025-06-21,2025-06-25,30.4
P00687-TR14,P00687,Weapons Refresher,2025-02-05,2025-02-08,26.7
P00687-TR15,P00687,Weapons Refresher,2026-06-05,2026-06-06,4.0
P00687-TR16,P00687,Stress Management Workshop,2025-01-15,2025-01-19,32.6
P00687-TR17,P00687,Counter-IED Awareness,2025-09-10,2025-09-12,13.8
P00687-TR18,P00687,First Response and Trauma Care,2025-01-31,2025-02-05,35.4
P00687-TR19,P00687,Crowd Management,2025-06-27,2025-07-02,38.3
P00687-TR20,P00687,Counter-IED Awareness,2026-02-27,2026-03-04,40.0
P00687-TR21,P00687,Crowd Management,2025-11-04,2025-11-06,19.6
P00687-TR22,P00687,Crowd Management,2024-11-13,2024-11-16,19.6
P00687-TR23,P00687,Communications and Signals,2024-12-20,2024-12-23,20.9
P00687-TR24,P00687,Crowd Management,2024-09-24,2024-09-28,33.3
P00687-TR25,P00687,Physical Efficiency Test Preparation,2026-03-04,2026-03-05,7.3
P00687-TR26,P00687,Crowd Management,2025-10-03,2025-10-06,20.3
P00687-TR27,P00687,Communications and Signals,2025-09-08,2025-09-09,11.8
P00687-TR28,P00687,Weapons Refresher,2026-01-18,2026-01-21,23.7
P00687-TR29,P00687,First Response and Trauma Care,2024-12-08,2024-12-10,19.3
P00687-TR30,P00687,Communications and Signals,2025-11-15,2025-11-16,10.2
P00687-TR31,P00687,Stress Management Workshop,2025-04-22,2025-04-23,4.8
P00687-TR32,P00687,Crowd Management,2026-03-12,2026-03-16,28.6
P00687-TR33,P00687,Crowd Management,2026-05-07,2026-05-12,40.6
P00687-TR34,P00687,Crowd Management,2025-07-02,2025-07-03,5.8
P00687-TR35,P00687,Weapons Refresher,2025-03-19,2025-03-20,10.5
P00687-TR36,P00687,First Response and Trauma Care,2025-05-28,2025-06-01,31.2
P00687-TR37,P00687,Counter-IED Awareness,2026-02-09,2026-02-11,18.2
P00687-TR38,P00687,Stress Management Workshop,2026-03-05,2026-03-07,13.2
P00688-TR01,P00688,Weapons Refresher,2025-12-13,2025-12-15,18.0
P00688-TR02,P00688,Stress Management Workshop,2026-04-28,2026-05-05,58.4
P00688-TR03,P00688,Crowd Management,2025-02-13,2025-02-18,36.9
P00688-TR04,P00688,Weapons Refresher,2026-06-24,2026-06-25,6.6
P00689-TR01,P00689,Stress Management Workshop,2025-06-11,2025-06-15,30.6
P00689-TR02,P00689,Communications and Signals,2025-12-03,2025-12-06,24.8
P00689-TR03,P00689,Physical Efficiency Test Preparation,2026-06-19,2026-06-22,26.3
P00689-TR04,P00689,Communications and Signals,2026-05-06,2026-05-10,34.8
P00689-TR05,P00689,First Response and Trauma Care,2025-11-16,2025-11-20,38.1
P00689-TR06,P00689,Stress Management Workshop,2026-06-12,2026-06-14,16.6
P00689-TR07,P00689,Counter-IED Awareness,2025-09-29,2025-09-30,6.3
P00689-TR08,P00689,Jungle Warfare Refresher,2026-04-06,2026-04-08,19.0
P00689-TR09,P00689,Communications and Signals,2025-01-06,2025-01-08,13.5
P00689-TR10,P00689,First Response and Trauma Care,2025-01-19,2025-01-20,11.0
P00689-TR11,P00689,First Response and Trauma Care,2024-11-14,2024-11-16,17.9
P00689-TR12,P00689,First Response and Trauma Care,2024-10-15,2024-10-17,15.7
P00689-TR13,P00689,Physical Efficiency Test Preparation,2024-12-16,2024-12-20,31.5
P00689-TR14,P00689,Counter-IED Awareness,2026-06-15,2026-06-19,31.6
P00689-TR15,P00689,Communications and Signals,2026-04-14,2026-04-16,12.1
P00689-TR16,P00689,First Response and Trauma Care,2024-12-02,2024-12-04,9.7
P00689-TR17,P00689,Stress Management Workshop,2025-10-03,2025-10-05,18.4
P00690-TR01,P00690,Jungle Warfare Refresher,2026-01-02,2026-01-05,26.1
P00690-TR02,P00690,Crowd Management,2024-10-31,2024-11-02,19.9
P00690-TR03,P00690,First Response and Trauma Care,2024-10-12,2024-10-14,16.5
P00690-TR04,P00690,Counter-IED Awareness,2025-10-10,2025-10-11,12.1
P00690-TR05,P00690,Crowd Management,2026-08-22,2026-08-26,31.2
P00690-TR06,P00690,Crowd Management,2026-03-13,2026-03-14,12.8
P00690-TR07,P00690,First Response and Trauma Care,2025-05-12,2025-05-14,12.8
P00690-TR08,P00690,Jungle Warfare Refresher,2024-10-31,2024-11-01,9.8
P00690-TR09,P00690,Jungle Warfare Refresher,2025-09-22,2025-09-24,17.1
P00690-TR10,P00690,Weapons Refresher,2025-05-21,2025-05-22,5.2
P00690-TR11,P00690,Stress Management Workshop,2025-11-14,2025-11-19,36.8
P00690-TR12,P00690,Crowd Management,2026-07-03,2026-07-06,24.1
P00690-TR13,P00690,First Response and Trauma Care,2026-01-09,2026-01-11,16.2
P00690-TR14,P00690,Physical Efficiency Test Preparation,2025-06-27,2025-06-30,27.3
P00690-TR15,P00690,Crowd Management,2025-08-11,2025-08-14,22.8
P00690-TR16,P00690,Physical Efficiency Test Preparation,2025-12-19,2025-12-24,40.3
P00690-TR17,P00690,Counter-IED Awareness,2025-06-16,2025-06-17,9.5
P00690-TR18,P00690,Physical Efficiency Test Preparation,2025-09-07,2025-09-11,28.5
